Order Date,Category,Sales
19/09/2017,Office Supplies,159.88
13/04/2018,Office Supplies,5.28
13/04/2018,Office Supplies,895.92
7/1/2018,Office Supplies,2.808
9/11/2018,Furniture,215.976
22/09/2018,Furniture,241.96
22/09/2018,Office Supplies,27.72
1/12/2018,Office Supplies,104.68
1/12/2018,Technology,62.958
23/06/2015,Technology,86.376
4/10/2016,Furniture,64.944
4/10/2016,Office Supplies,20.736
20/05/2015,Office Supplies,33.28
20/05/2015,Office Supplies,38.52
20/05/2015,Furniture,139.86
20/11/2016,Office Supplies,19.65
30/11/2016,Office Supplies,152.991
30/11/2016,Office Supplies,10.584
30/11/2016,Technology,94.92
31/12/2016,Furniture,14.76
31/12/2016,Office Supplies,3.656
16/11/2018,Office Supplies,146.82
6/6/2015,Office Supplies,149.544
6/6/2015,Office Supplies,17.14
6/6/2015,Furniture,991.764
1/9/2017,Office Supplies,30.48
1/9/2017,Technology,23.988
1/9/2017,Office Supplies,16.688
25/06/2017,Furniture,422.058
25/06/2017,Office Supplies,38.088
25/06/2017,Office Supplies,254.352
12/12/2015,Furniture,43.31
31/03/2018,Technology,84.95
19/11/2018,Furniture,233.058
24/11/2015,Technology,111.79
22/11/2016,Office Supplies,14.94
14/07/2017,Office Supplies,14.16
30/04/2017,Furniture,22.608
25/07/2017,Office Supplies,21.48
22/06/2015,Office Supplies,501.81
22/06/2015,Office Supplies,161.94
21/10/2018,Office Supplies,17.856
3/9/2017,Office Supplies,8.808
14/05/2017,Furniture,79.384
7/1/2017,Office Supplies,34.58
13/03/2018,Office Supplies,314.55
13/10/2017,Technology,191.976
13/10/2017,Office Supplies,8.288
13/10/2017,Furniture,139.92
13/10/2017,Office Supplies,15.872
13/10/2017,Office Supplies,6.286
27/01/2018,Office Supplies,14.016
27/01/2018,Technology,71.976
27/01/2018,Technology,107.982
19/11/2018,Furniture,305.312
1/8/2015,Office Supplies,19.752
30/07/2017,Office Supplies,9.264
30/07/2016,Office Supplies,61.792
15/10/2017,Office Supplies,45.68
15/10/2017,Office Supplies,60.12
15/10/2017,Office Supplies,41.72
15/10/2017,Office Supplies,71.6
7/5/2017,Office Supplies,85.232
7/5/2017,Office Supplies,44.4
7/5/2017,Furniture,442.764
7/5/2017,Technology,3999.95
7/5/2017,Technology,199.95
7/5/2017,Furniture,63.68
1/8/2018,Office Supplies,54.896
14/07/2017,Technology,29
10/8/2018,Office Supplies,70.08
10/8/2018,Furniture,121.3
10/8/2018,Technology,1454.49
25/06/2017,Office Supplies,60.81
10/12/2017,Office Supplies,153.552
10/12/2017,Office Supplies,65.34
10/12/2017,Office Supplies,123.92
10/12/2017,Office Supplies,35.1
10/12/2017,Technology,44.75
1/12/2017,Office Supplies,4.704
28/11/2015,Office Supplies,14.67
28/03/2016,Office Supplies,15.552
28/03/2016,Office Supplies,5.232
1/6/2015,Furniture,22.2
1/6/2015,Technology,881.93
6/9/2016,Office Supplies,6.096
6/9/2016,Furniture,191.82
29/06/2016,Furniture,20.104
10/9/2017,Office Supplies,67.56
14/07/2015,Office Supplies,29.932
14/07/2015,Technology,38.272
22/08/2016,Office Supplies,16.52
14/11/2015,Technology,832.93
14/11/2015,Office Supplies,43.8
27/11/2017,Office Supplies,167.292
21/11/2018,Furniture,27.42
1/10/2018,Office Supplies,1.44
1/10/2018,Office Supplies,61.776
1/10/2018,Office Supplies,241.96
1/10/2018,Furniture,108.608
20/09/2015,Office Supplies,2.816
28/07/2018,Office Supplies,9.984
28/07/2018,Office Supplies,14.98
28/07/2018,Technology,1145.6
6/12/2016,Technology,485.94
6/12/2016,Office Supplies,37.376
6/12/2016,Furniture,70.686
31/07/2018,Office Supplies,54.816
19/03/2017,Furniture,72.294
29/07/2018,Office Supplies,2.896
29/07/2018,Technology,124.792
1/10/2017,Furniture,330.588
31/03/2015,Office Supplies,673.568
31/03/2015,Office Supplies,52.98
26/06/2018,Furniture,526.45
9/7/2018,Office Supplies,228.92
14/12/2016,Technology,319.968
5/12/2018,Technology,205.03
15/09/2016,Office Supplies,190.86
15/09/2016,Office Supplies,24.32
15/07/2017,Office Supplies,44.4
20/04/2018,Furniture,44.4
15/11/2017,Office Supplies,1016.792
15/11/2017,Office Supplies,38.136
26/11/2017,Technology,494.982
21/11/2018,Office Supplies,56.56
21/11/2018,Office Supplies,5.56
21/11/2018,Office Supplies,9.02
21/11/2018,Office Supplies,8.62
21/11/2018,Technology,659.976
15/02/2016,Office Supplies,13.36
15/02/2016,Office Supplies,41.72
15/02/2016,Office Supplies,11.52
15/02/2016,Office Supplies,541.44
15/02/2016,Office Supplies,19.44
15/04/2017,Office Supplies,143.7
28/09/2016,Office Supplies,43.26
28/09/2016,Office Supplies,43.56
17/09/2017,Technology,437.85
17/09/2017,Furniture,109.48
16/06/2018,Furniture,1212.96
16/06/2018,Office Supplies,18.54
8/11/2016,Office Supplies,5
8/11/2016,Technology,371.97
18/12/2016,Technology,166.24
6/2/2018,Furniture,359.97
14/11/2017,Technology,499.98
14/11/2017,Office Supplies,5.28
14/11/2017,Office Supplies,8.26
12/10/2018,Office Supplies,7.968
17/09/2018,Office Supplies,12.96
20/12/2018,Office Supplies,6.48
20/12/2018,Office Supplies,6.984
2/12/2018,Office Supplies,47.96
21/09/2016,Office Supplies,199.74
6/3/2016,Furniture,435.26
6/3/2016,Technology,1119.984
3/10/2015,Furniture,143.432
3/10/2015,Furniture,122.352
27/06/2015,Office Supplies,306.2
27/06/2015,Furniture,85.98
27/06/2015,Technology,223.96
30/10/2018,Furniture,97.568
30/10/2018,Furniture,614.272
30/10/2018,Furniture,199.98
3/9/2017,Office Supplies,48.16
5/3/2016,Technology,23.92
5/3/2016,Office Supplies,60.69
5/5/2017,Office Supplies,14.352
17/11/2018,Office Supplies,35.04
1/6/2018,Office Supplies,17.48
10/6/2018,Office Supplies,16.4
8/1/2018,Furniture,892.98
20/04/2016,Technology,287.97
20/04/2016,Furniture,595.38
20/04/2016,Office Supplies,12.96
1/11/2016,Technology,4.95
23/12/2018,Furniture,181.95
1/11/2016,Office Supplies,13.52
1/11/2016,Furniture,259.7
1/11/2016,Technology,42.95
1/11/2016,Technology,1399.93
1/11/2016,Technology,503.96
14/11/2015,Office Supplies,12.72
14/11/2015,Office Supplies,11.52
17/01/2017,Technology,316
17/09/2018,Furniture,723.92
17/09/2018,Office Supplies,106.32
23/12/2017,Furniture,141.372
6/8/2016,Office Supplies,27.216
5/11/2018,Technology,390.75
11/6/2018,Furniture,280.792
11/6/2018,Office Supplies,68.448
11/6/2018,Office Supplies,88.04
11/6/2018,Office Supplies,15.872
11/6/2018,Office Supplies,215.592
20/07/2018,Office Supplies,14.62
20/07/2018,Office Supplies,416.32
20/07/2018,Office Supplies,43
20/07/2018,Furniture,182.94
20/07/2018,Office Supplies,60.83
20/07/2018,Technology,389.97
23/12/2016,Office Supplies,194.32
20/03/2018,Technology,265.93
31/12/2016,Office Supplies,94.74
31/12/2016,Office Supplies,60.64
31/12/2016,Office Supplies,76.3
31/12/2016,Office Supplies,364.8
15/09/2016,Office Supplies,79.872
15/09/2016,Furniture,46.384
15/09/2016,Office Supplies,12.96
23/09/2018,Office Supplies,14.352
25/12/2016,Furniture,547.136
24/09/2017,Office Supplies,41.96
24/09/2017,Office Supplies,41.7
21/03/2018,Office Supplies,277.4
21/03/2018,Office Supplies,5.78
30/09/2015,Office Supplies,69.216
10/12/2018,Office Supplies,10.86
10/12/2018,Office Supplies,426.79
23/08/2015,Office Supplies,25.92
23/08/2015,Office Supplies,45.92
19/08/2015,Office Supplies,10.72
10/11/2017,Office Supplies,41.86
31/12/2015,Furniture,63.2
31/12/2015,Technology,113.97
26/07/2015,Office Supplies,123.552
22/02/2017,Office Supplies,490.32
13/03/2017,Office Supplies,70.08
13/03/2017,Office Supplies,1.272
13/03/2017,Furniture,557.585
2/12/2018,Office Supplies,9.024
2/12/2018,Office Supplies,69.456
2/12/2018,Office Supplies,10.86
2/12/2018,Office Supplies,79.47
2/12/2018,Office Supplies,10.08
31/08/2016,Furniture,1552.831
31/08/2016,Office Supplies,137.24
31/08/2016,Technology,36.51
31/08/2016,Technology,239.976
17/03/2015,Furniture,1579.746
17/03/2015,Furniture,1071.576
17/03/2015,Furniture,613.908
17/03/2015,Office Supplies,34.86
17/03/2015,Office Supplies,155.04
16/04/2018,Office Supplies,13.71
13/03/2017,Furniture,127.88
13/03/2017,Office Supplies,160.32
13/03/2017,Office Supplies,46
24/11/2015,Furniture,120.712
10/2/2018,Office Supplies,23.12
23/09/2017,Furniture,532.704
23/09/2017,Office Supplies,4.912
7/7/2018,Technology,252
7/7/2017,Furniture,60.288
7/7/2017,Office Supplies,2.632
7/7/2017,Office Supplies,23.688
7/7/2017,Furniture,253.372
24/01/2018,Office Supplies,5.67
19/08/2015,Office Supplies,76.776
19/08/2015,Office Supplies,9.184
6/12/2016,Office Supplies,32.75
6/5/2017,Office Supplies,7.216
6/5/2017,Office Supplies,49.568
6/5/2017,Furniture,54.712
25/03/2018,Office Supplies,176.04
25/03/2018,Office Supplies,16.02
25/03/2018,Office Supplies,185.92
25/03/2018,Technology,211.168
25/03/2018,Technology,479.984
12/12/2016,Office Supplies,7.86
12/12/2016,Office Supplies,24.448
6/12/2016,Office Supplies,6.48
6/12/2016,Office Supplies,41.86
6/12/2016,Technology,1619.91
6/12/2016,Furniture,113.92
17/03/2017,Office Supplies,39.68
14/11/2016,Technology,37.6
14/11/2016,Technology,59.9
14/11/2016,Office Supplies,37
14/08/2018,Office Supplies,5.76
14/08/2018,Office Supplies,16.68
9/9/2018,Office Supplies,628.81
9/9/2018,Office Supplies,56.45
1/4/2018,Office Supplies,94.2
1/4/2018,Office Supplies,28.4
27/09/2017,Furniture,956.6648
7/10/2018,Technology,1115.91
7/10/2018,Technology,128.744
7/10/2018,Technology,79.92
20/01/2018,Office Supplies,24.2
20/01/2018,Technology,359.976
23/03/2018,Furniture,211.84
1/8/2015,Office Supplies,5.68
7/6/2016,Office Supplies,7.52
12/11/2015,Office Supplies,11.96
12/11/2015,Furniture,629.064
29/12/2017,Furniture,754.45
6/7/2016,Furniture,301.96
12/10/2018,Technology,595
12/10/2018,Office Supplies,79.872
21/05/2017,Technology,2396.4
9/11/2018,Office Supplies,63.56
9/11/2018,Technology,99.99
18/04/2017,Office Supplies,230.376
18/04/2017,Office Supplies,9.664
25/12/2018,Technology,158.928
25/12/2018,Office Supplies,13.023
25/12/2018,Furniture,273.06
25/12/2018,Office Supplies,39.312
11/6/2017,Office Supplies,1.344
11/6/2017,Office Supplies,8.272
11/6/2017,Furniture,12.544
13/05/2018,Office Supplies,58.48
28/12/2018,Furniture,7.4
25/03/2015,Furniture,366.786
28/05/2018,Technology,54.368
14/11/2016,Office Supplies,33.96
14/11/2016,Office Supplies,826.11
3/7/2018,Furniture,545.85
18/11/2015,Furniture,145.98
18/11/2015,Office Supplies,35.808
17/07/2018,Furniture,7.904
22/05/2017,Technology,345
22/05/2017,Furniture,174.286
22/05/2017,Office Supplies,662.84
22/05/2017,Technology,95.1
22/05/2017,Office Supplies,26.88
22/05/2017,Technology,257.98
25/09/2016,Office Supplies,17.48
31/10/2017,Furniture,492.835
14/09/2016,Office Supplies,269.49
5/11/2017,Office Supplies,29.12
17/03/2018,Office Supplies,18.75
17/03/2018,Technology,119.7
17/03/2018,Office Supplies,9.144
17/03/2018,Technology,57.06
17/03/2018,Technology,71.6
17/03/2018,Office Supplies,107.44
17/03/2018,Office Supplies,7.31
17/03/2018,Office Supplies,59.1
17/03/2018,Office Supplies,46.53
15/08/2018,Office Supplies,97.84
11/7/2016,Office Supplies,29.97
11/7/2016,Office Supplies,98.352
3/12/2018,Office Supplies,83.92
3/12/2018,Office Supplies,14.624
3/12/2018,Technology,136.99
3/12/2018,Office Supplies,3.15
4/5/2018,Office Supplies,9.11
4/5/2018,Office Supplies,571.44
4/5/2018,Office Supplies,32.4
4/5/2018,Office Supplies,16.91
22/01/2017,Furniture,14.272
22/01/2017,Furniture,451.136
22/01/2017,Office Supplies,64.864
3/11/2017,Furniture,217.584
3/11/2017,Technology,82.95
3/11/2017,Office Supplies,87.71
3/11/2017,Office Supplies,1101.48
4/9/2018,Furniture,1322.352
13/09/2015,Office Supplies,5.46
19/06/2018,Office Supplies,11.184
19/06/2018,Office Supplies,153.584
24/12/2018,Office Supplies,1003.62
28/08/2018,Technology,35.168
28/08/2018,Furniture,1137.75
28/08/2018,Office Supplies,99.68
28/08/2018,Office Supplies,5.56
2/1/2016,Office Supplies,85.52
2/1/2016,Office Supplies,9.84
2/1/2016,Office Supplies,20.04
9/10/2016,Technology,631.96
9/10/2016,Office Supplies,23.92
13/12/2015,Office Supplies,90.24
19/11/2015,Technology,4548.81
10/9/2017,Furniture,300.93
10/9/2017,Technology,719.96
16/06/2015,Furniture,647.84
26/09/2016,Office Supplies,64.17
26/09/2016,Office Supplies,124.46
19/05/2017,Office Supplies,9.584
22/06/2018,Office Supplies,37.608
17/06/2018,Office Supplies,12.224
17/06/2018,Office Supplies,2.304
17/06/2018,Office Supplies,9.36
14/11/2017,Office Supplies,7.38
25/07/2015,Office Supplies,53.72
25/07/2015,Office Supplies,8187.65
25/07/2015,Furniture,77.92
2/7/2016,Office Supplies,32.784
2/3/2018,Technology,196.776
2/3/2018,Technology,479.94
18/11/2017,Office Supplies,1117.92
18/04/2016,Technology,106.5
2/12/2018,Office Supplies,45.66
11/11/2017,Technology,95.968
11/11/2017,Furniture,47.992
5/9/2015,Office Supplies,264.32
15/11/2015,Office Supplies,604.656
2/5/2018,Furniture,129.93
15/10/2017,Office Supplies,20.16
15/10/2017,Office Supplies,29.46
15/10/2017,Office Supplies,868.59
15/10/2017,Office Supplies,12.96
15/10/2017,Technology,5.5
15/10/2017,Office Supplies,121.6
6/4/2016,Office Supplies,42.048
6/4/2016,Technology,25.488
6/4/2016,Office Supplies,6.9
6/4/2016,Office Supplies,9.648
6/4/2016,Office Supplies,7.968
24/10/2015,Office Supplies,10.368
17/08/2015,Office Supplies,114.2
17/08/2015,Office Supplies,17.96
17/08/2015,Office Supplies,12.67
17/08/2015,Technology,339.96
15/08/2018,Office Supplies,1801.632
6/9/2016,Technology,46.32
27/01/2016,Furniture,181.986
27/01/2016,Technology,431.976
27/01/2016,Technology,155.37
16/07/2016,Furniture,1348.704
16/07/2016,Furniture,700.152
30/04/2017,Furniture,111.888
26/09/2015,Office Supplies,143.952
8/9/2017,Furniture,173.94
8/9/2017,Office Supplies,14.76
16/04/2018,Office Supplies,205.92
16/04/2018,Furniture,102.833
16/08/2016,Office Supplies,2.304
16/08/2016,Technology,1879.96
16/08/2016,Office Supplies,313.024
16/08/2016,Office Supplies,5.04
19/11/2018,Furniture,821.88
19/11/2018,Office Supplies,21.96
14/09/2017,Office Supplies,25.92
15/08/2017,Technology,705.544
26/09/2016,Technology,50
8/10/2017,Furniture,51.712
24/03/2016,Office Supplies,6.992
31/05/2016,Furniture,1406.86
31/05/2016,Office Supplies,15.75
31/05/2016,Office Supplies,323.1
25/12/2016,Office Supplies,9.216
25/12/2016,Office Supplies,10.368
17/03/2016,Technology,15.02
17/03/2016,Office Supplies,33.82
21/12/2018,Technology,71
1/11/2018,Office Supplies,25.12
1/11/2018,Furniture,2665.62
7/9/2018,Office Supplies,478.08
27/12/2018,Technology,164.388
27/12/2018,Office Supplies,13.248
16/07/2018,Office Supplies,2.912
12/8/2017,Technology,1399.944
9/7/2018,Furniture,526.45
22/11/2015,Office Supplies,16.23
22/11/2015,Office Supplies,319.9
22/11/2015,Office Supplies,11.36
22/11/2015,Office Supplies,675.12
26/01/2015,Furniture,62.82
26/01/2015,Office Supplies,489.92
26/01/2015,Office Supplies,19.44
26/01/2015,Office Supplies,16.68
26/01/2015,Technology,155.35
26/01/2015,Furniture,12.42
26/01/2015,Technology,187.98
3/11/2016,Office Supplies,6.608
30/06/2018,Office Supplies,248.57
30/06/2018,Furniture,22.23
5/5/2017,Office Supplies,5.98
5/5/2017,Technology,246.168
8/9/2017,Furniture,14.136
8/9/2017,Furniture,601.47
24/11/2018,Technology,79.1
24/11/2018,Office Supplies,327.84
13/05/2018,Office Supplies,180.96
13/05/2018,Office Supplies,914.97
13/05/2018,Technology,587.97
13/05/2018,Office Supplies,530.34
13/05/2018,Office Supplies,14.94
23/04/2018,Office Supplies,121.94
23/04/2018,Office Supplies,122.71
4/6/2017,Office Supplies,14.94
4/6/2017,Technology,1349.85
4/6/2017,Furniture,136.784
4/6/2017,Furniture,61.12
16/12/2015,Office Supplies,1.167
4/3/2017,Office Supplies,16.99
25/11/2015,Technology,24.672
25/11/2015,Office Supplies,2.52
25/11/2015,Furniture,1218.735
25/11/2015,Office Supplies,5.904
25/11/2015,Office Supplies,15.696
25/11/2015,Furniture,6.096
28/04/2017,Furniture,41.568
26/04/2015,Furniture,230.28
26/04/2015,Office Supplies,18.288
1/4/2018,Office Supplies,5.78
1/4/2018,Office Supplies,121.68
22/12/2018,Office Supplies,4.17
22/12/2018,Technology,67.04
22/12/2018,Office Supplies,37.32
22/12/2018,Office Supplies,18.45
3/12/2015,Office Supplies,25.92
22/10/2018,Technology,11199.968
22/10/2018,Technology,2399.6
22/10/2018,Office Supplies,63.9
22/10/2018,Technology,52.99
13/11/2018,Technology,60.864
13/11/2018,Technology,652.995
13/11/2018,Office Supplies,11.22
10/9/2016,Office Supplies,14.94
15/05/2018,Furniture,39.96
15/05/2018,Furniture,42.624
15/05/2018,Furniture,220.96
5/7/2016,Furniture,4.928
5/7/2016,Office Supplies,7.23
15/08/2016,Office Supplies,323.1
12/6/2018,Office Supplies,19.04
12/6/2018,Office Supplies,13.128
12/6/2018,Office Supplies,64.14
12/6/2018,Furniture,858.24
20/02/2016,Technology,29.99
29/12/2017,Office Supplies,186.048
17/04/2017,Technology,36.792
17/04/2017,Furniture,18.624
7/9/2015,Furniture,57.69
7/9/2015,Office Supplies,42.81
7/9/2015,Office Supplies,12.96
7/9/2015,Furniture,821.88
7/9/2015,Technology,104.85
26/09/2017,Furniture,424.9575
17/09/2018,Office Supplies,10.776
17/09/2018,Office Supplies,11.784
17/09/2018,Office Supplies,164.88
17/09/2018,Furniture,1292.94
17/09/2018,Office Supplies,25.584
17/09/2018,Office Supplies,261.74
17/09/2018,Office Supplies,14.4
16/08/2017,Office Supplies,10.86
24/12/2016,Furniture,883.84
28/11/2018,Technology,1979.89
28/11/2018,Office Supplies,79.96
14/04/2018,Office Supplies,8.76
1/5/2017,Office Supplies,3.984
1/5/2017,Furniture,370.62
1/5/2017,Office Supplies,2.742
1/10/2017,Technology,79.512
1/10/2017,Office Supplies,28.352
25/08/2016,Furniture,40.784
25/08/2016,Office Supplies,105.96
9/9/2015,Office Supplies,166.44
9/9/2015,Furniture,785.88
9/9/2015,Office Supplies,26.2
9/9/2015,Office Supplies,1325.85
3/12/2018,Office Supplies,166.44
27/11/2018,Office Supplies,8.76
27/11/2018,Office Supplies,43.584
21/06/2015,Office Supplies,11.088
21/06/2015,Office Supplies,25.164
21/01/2018,Office Supplies,14.4
21/01/2018,Technology,619.95
21/01/2018,Office Supplies,89.52
21/01/2018,Technology,350.973
21/01/2018,Technology,164.99
29/06/2018,Office Supplies,312.552
6/9/2017,Office Supplies,95.952
6/9/2017,Office Supplies,3.204
4/8/2017,Office Supplies,3.98
12/11/2016,Office Supplies,15.7
30/06/2015,Office Supplies,5.248
4/12/2018,Office Supplies,5.346
28/08/2017,Office Supplies,15.48
28/08/2017,Technology,108.576
22/01/2017,Furniture,109.9
15/10/2015,Furniture,15.384
7/2/2017,Office Supplies,30.352
18/03/2015,Technology,821.3
18/03/2015,Technology,22638.48
18/03/2015,Office Supplies,21.376
18/03/2015,Office Supplies,8.016
18/03/2015,Furniture,30.768
18/03/2015,Office Supplies,18.936
18/03/2015,Furniture,122.352
24/05/2015,Office Supplies,116.28
11/7/2018,Technology,132.6
16/06/2018,Office Supplies,16.68
16/06/2018,Office Supplies,19.44
16/06/2018,Office Supplies,192.16
30/01/2016,Furniture,227.36
30/01/2016,Technology,1919.976
11/12/2016,Office Supplies,12.828
9/10/2018,Furniture,45.888
29/07/2018,Office Supplies,60.12
25/04/2015,Technology,302.376
1/12/2016,Office Supplies,13.9
4/12/2015,Technology,129.98
26/08/2018,Technology,71.98
7/9/2015,Technology,377.97
21/12/2018,Office Supplies,124.36
6/12/2015,Furniture,23.976
4/11/2015,Office Supplies,8.376
4/11/2015,Office Supplies,58.24
14/04/2017,Office Supplies,81.2
4/10/2015,Office Supplies,14.45
4/10/2015,Office Supplies,95.648
7/11/2018,Technology,359.97
7/11/2018,Furniture,350.352
22/12/2018,Office Supplies,1.641
22/12/2018,Technology,629.958
13/02/2018,Office Supplies,6.63
13/02/2018,Technology,799.96
13/02/2018,Furniture,107.53
2/7/2015,Technology,73.98
2/7/2015,Office Supplies,5.58
21/02/2016,Office Supplies,49.12
13/11/2016,Technology,377.97
13/11/2016,Office Supplies,42.28
13/11/2016,Furniture,299.97
13/11/2016,Technology,89.98
16/04/2018,Office Supplies,477.24
16/04/2018,Technology,25.98
25/02/2017,Office Supplies,46.72
4/11/2015,Furniture,35.34
20/06/2016,Furniture,257.64
20/06/2016,Technology,125.976
7/8/2018,Technology,79.992
12/5/2015,Furniture,700.056
22/11/2016,Technology,27.168
4/12/2016,Office Supplies,8.226
8/6/2015,Furniture,585.552
8/8/2015,Office Supplies,423.28
26/05/2015,Furniture,225.296
17/04/2016,Office Supplies,5.56
17/04/2016,Technology,323.37
17/04/2016,Technology,783.96
17/04/2016,Office Supplies,1447.65
17/04/2016,Office Supplies,11.96
11/6/2017,Technology,239.97
11/3/2017,Furniture,76.92
11/3/2017,Office Supplies,481.32
26/05/2015,Office Supplies,48.4
12/10/2018,Technology,0.99
12/10/2018,Office Supplies,101.84
22/06/2018,Office Supplies,10.332
22/06/2018,Office Supplies,31.155
22/06/2018,Office Supplies,8.928
15/01/2018,Office Supplies,34.384
15/01/2018,Office Supplies,1924.16
2/4/2016,Office Supplies,32.192
2/4/2016,Technology,50.12
2/4/2016,Technology,47.976
3/9/2017,Office Supplies,54.5
10/12/2018,Furniture,19.104
22/11/2017,Office Supplies,49.44
11/11/2018,Office Supplies,10.368
21/10/2017,Office Supplies,154.44
21/12/2016,Office Supplies,60.984
17/07/2016,Furniture,195.466
30/04/2018,Furniture,23.68
30/04/2018,Technology,2.376
6/5/2018,Office Supplies,59.2
20/11/2018,Office Supplies,22
11/11/2017,Technology,257.98
5/11/2017,Technology,23.988
9/10/2017,Technology,23.976
21/09/2016,Furniture,601.536
21/09/2016,Office Supplies,7.9
2/12/2015,Furniture,58.36
2/12/2015,Office Supplies,16.464
2/12/2015,Furniture,39.96
21/09/2015,Office Supplies,25.96
21/09/2015,Office Supplies,36.27
21/09/2015,Office Supplies,6.48
12/4/2015,Technology,1075.088
12/4/2015,Technology,438.368
12/4/2015,Office Supplies,18.088
12/4/2015,Furniture,308.499
20/10/2018,Office Supplies,13.36
20/10/2018,Office Supplies,39.96
20/10/2018,Office Supplies,145.85
25/10/2017,Technology,783.96
1/11/2016,Office Supplies,7.88
3/11/2018,Furniture,41.37
12/5/2016,Office Supplies,12.84
12/5/2016,Office Supplies,25.68
7/9/2016,Furniture,47.516
25/07/2016,Office Supplies,9.42
25/07/2016,Office Supplies,12.96
25/07/2016,Furniture,704.9
25/07/2016,Furniture,561.568
16/11/2016,Office Supplies,179.82
16/11/2016,Furniture,185.58
16/11/2016,Furniture,214.11
16/11/2016,Technology,999.96
16/11/2016,Furniture,653.55
1/9/2016,Office Supplies,114.6
1/9/2016,Furniture,60.74
1/9/2016,Furniture,124.36
1/9/2016,Office Supplies,1088.76
5/5/2017,Office Supplies,6.72
5/5/2017,Furniture,298.776
31/12/2017,Technology,302.376
18/09/2018,Office Supplies,8.928
18/09/2018,Office Supplies,47.584
25/09/2015,Office Supplies,33.792
25/09/2015,Furniture,300.5328
25/09/2015,Office Supplies,2.724
25/09/2015,Office Supplies,3.264
23/04/2017,Office Supplies,108.336
23/04/2017,Office Supplies,55.92
23/04/2017,Office Supplies,78.304
1/11/2015,Office Supplies,443.92
1/11/2015,Technology,155.976
26/01/2018,Office Supplies,15.47
26/01/2018,Office Supplies,7.16
11/11/2018,Office Supplies,10.89
11/11/2018,Office Supplies,19.44
11/11/2018,Office Supplies,121.6
9/6/2017,Technology,695.7
3/9/2016,Office Supplies,120.33
14/03/2015,Furniture,1139.92
31/08/2018,Office Supplies,229.544
23/03/2018,Office Supplies,143.728
18/05/2018,Technology,36.048
27/12/2017,Furniture,845.488
17/11/2018,Office Supplies,50.94
10/9/2018,Office Supplies,762.594
8/4/2018,Furniture,56.28
8/4/2018,Office Supplies,2690.97
28/11/2017,Office Supplies,7.434
2/6/2017,Office Supplies,64.784
17/12/2018,Office Supplies,28.16
19/03/2017,Furniture,14.98
19/03/2017,Furniture,20.32
20/08/2018,Office Supplies,40.29
25/07/2018,Office Supplies,20.23
26/08/2017,Furniture,1603.136
15/08/2017,Furniture,225.296
19/05/2018,Technology,67.8
19/05/2018,Technology,377.97
19/05/2018,Furniture,1628.82
19/05/2018,Office Supplies,286.93
12/8/2018,Office Supplies,20.736
13/08/2018,Office Supplies,31.44
13/08/2018,Office Supplies,83.79
13/08/2018,Office Supplies,59.52
13/08/2018,Office Supplies,31.92
10/11/2017,Office Supplies,14.72
10/11/2017,Office Supplies,38.976
12/6/2018,Furniture,17.088
22/03/2015,Office Supplies,74.352
22/03/2015,Furniture,314.352
15/06/2018,Office Supplies,4.26
16/11/2018,Office Supplies,811.28
29/12/2018,Office Supplies,6.03
21/01/2017,Furniture,153.568
21/01/2017,Furniture,1013.488
15/01/2017,Office Supplies,52.34
15/01/2017,Office Supplies,4.66
15/01/2017,Technology,254.97
19/09/2017,Office Supplies,25.44
19/09/2017,Office Supplies,27.93
21/02/2015,Office Supplies,8.85
11/11/2017,Furniture,6.96
30/01/2017,Office Supplies,17.456
18/10/2017,Furniture,307.92
18/12/2018,Office Supplies,6.63
18/12/2018,Office Supplies,12.96
18/12/2018,Office Supplies,32.4
2/11/2018,Office Supplies,23.85
29/04/2015,Furniture,51.96
29/04/2015,Office Supplies,17.94
23/10/2018,Office Supplies,11.56
23/10/2018,Office Supplies,26.4
23/10/2018,Furniture,69.08
23/10/2018,Technology,35.88
30/03/2015,Office Supplies,49.65
4/1/2017,Technology,959.968
26/04/2016,Furniture,408.422
12/9/2016,Technology,479.984
12/9/2016,Office Supplies,12.6
11/9/2018,Office Supplies,184.66
12/6/2017,Office Supplies,23.12
27/06/2017,Office Supplies,37.464
27/06/2017,Furniture,539.658
26/09/2015,Office Supplies,310.12
3/11/2018,Office Supplies,8.56
3/11/2018,Office Supplies,52.4
3/11/2018,Office Supplies,14.94
19/02/2018,Office Supplies,11.22
5/11/2016,Office Supplies,387.136
16/06/2015,Office Supplies,41.4
16/06/2015,Office Supplies,35
16/06/2015,Office Supplies,39.552
12/10/2016,Technology,135.72
12/10/2016,Office Supplies,12.56
12/10/2016,Technology,263.96
27/08/2018,Office Supplies,5.952
23/11/2017,Office Supplies,15.8
23/11/2017,Furniture,14.368
23/11/2017,Furniture,70.448
30/01/2018,Office Supplies,129.3
30/11/2016,Office Supplies,3.882
28/06/2015,Office Supplies,6.08
2/9/2015,Office Supplies,19.9
2/9/2015,Furniture,70.71
10/7/2018,Furniture,18.84
4/6/2018,Office Supplies,8.64
19/10/2018,Office Supplies,1633.188
18/11/2018,Furniture,19.76
8/8/2016,Office Supplies,6.608
8/8/2016,Office Supplies,7.28
8/8/2016,Furniture,144.784
6/12/2017,Technology,156.792
6/12/2017,Technology,431.976
6/12/2017,Office Supplies,35.89
6/12/2017,Office Supplies,47.208
6/12/2017,Office Supplies,248.08
